Date,Close,High,Low,Open,Volume,Ticker,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume
,AAPL,AAPL,AAPL,AAPL,AAPL,,MSFT,MSFT,MSFT,MSFT,MSFT,TSLA,TSLA,TSLA,TSLA,TSLA
2022-09-15,150.00216674804688,152.8275771883029,149.0275609531104,152.2467343665888,90481100.0,AAPL,,,,,,,,,,
2022-09-16,148.35809326171875,148.99800116372188,146.06430005699622,148.86017738849526,162278800.0,AAPL,,,,,,,,,,
2022-09-19,152.07937622070312,152.15813482310995,146.78299164843529,146.98971983579415,81474200.0,AAPL,,,,,,,,,,
2022-09-20,154.4617462158203,155.6234166633189,150.7011173572486,151.0161367015711,107689800.0,AAPL,,,,,,,,,,
2022-09-21,151.33116149902344,156.27315389590652,151.21303113007994,154.8949011643533,101696800.0,AAPL,,,,,,,,,,
2022-09-22,150.3664093017578,152.06952070873675,148.5648458969192,150.01200313979504,86652500.0,AAPL,,,,,,,,,,
2022-09-23,148.09226989746094,149.1161164282667,146.25133501023848,148.84046890574132,96029900.0,AAPL,,,,,,,,,,
2022-09-26,148.42701721191406,151.38039679019585,147.31457276382835,147.3342661670832,93339400.0,AAPL,,,,,,,,,,
2022-09-27,149.401611328125,152.3156188966605,147.6197415235521,150.36639273150132,84442700.0,AAPL,,,,,,,,,,
2022-09-28,147.511474609375,148.29904557000611,142.58917488251384,145.34566573388943,146691400.0,AAPL,,,,,,,,,,
2022-09-29,140.26585388183594,144.439969608928,138.4938229117654,143.82960922766318,128138200.0,AAPL,,,,,,,,,,
2022-09-30,136.05233764648438,140.87619954797051,135.85544869618502,139.0844755504192,124925300.0,AAPL,,,,,,,,,,
2022-10-03,140.23631286621094,140.84668823250414,135.55028904590418,136.06221241134372,114311700.0,AAPL,,,,,,,,,,
2022-10-04,143.82957458496094,143.94770494729045,142.01815723981503,142.77619544864433,87830100.0,AAPL,,,,,,,,,,
2022-10-05,144.12490844726562,145.08968986509632,140.7875903322469,141.83113033653302,79471000.0,AAPL,,,,,,,,,,
2022-10-06,143.16998291015625,145.24719370943012,142.96325476225735,143.54408244476417,68402200.0,AAPL,,,,,,,,,,
2022-10-07,137.91297912597656,140.8762129387206,137.28292541213156,140.32490279514894,85925600.0,AAPL,,,,,,,,,,
2022-10-10,138.2378692626953,139.68502664208134,136.4166273038199,138.2378692626953,74899000.0,AAPL,,,,,,,,,,
2022-10-11,136.82020568847656,139.15338540565426,136.07202171996317,137.7259068150969,77033700.0,AAPL,,,,,,,,,,
2022-10-12,136.19017028808594,138.17878336551573,136.01297472776957,136.9679019716922,70433700.0,AAPL,,,,,,,,,,
2022-10-13,140.76792907714844,141.35859601492572,132.28187436958524,132.89224973345455,113224000.0,AAPL,,,,,,,,,,
2022-10-14,136.2295684814453,142.27415178693437,136.04251869325435,142.06740859428484,88598000.0,AAPL,,,,,,,,,,
2022-10-17,140.1969451904297,140.67932095242676,138.09020149670755,138.87777246163483,85250900.0,AAPL,,,,,,,,,,
2022-10-18,141.51611328125,144.42026703642762,138.4249097380949,143.22907894720203,99136600.0,AAPL,,,,,,,,,,
2022-10-19,141.62440490722656,142.69746261645687,139.30107889163025,139.488128680181,61758300.0,AAPL,,,,,,,,,,
2022-10-20,141.16168212890625,143.62283148956203,140.43317651035323,140.79743683046152,64522000.0,AAPL,,,,,,,,,,
2022-10-21,144.98143005371094,145.55241866280005,140.43321458728877,140.64979699148353,86548600.0,AAPL,,,,,,,,,,
2022-10-24,147.12753295898438,147.89541049964913,143.73114921809554,144.90265893368223,75981900.0,AAPL,,,,,,,,,,
2022-10-25,149.97259521484375,150.12027319083927,147.0389093560302,147.75756076988446,74732300.0,AAPL,,,,,,,,,,
2022-10-26,147.02908325195312,149.62805663114864,145.73942824213276,148.61406419672124,88194300.0,AAPL,,,,,,,,,,
2022-10-27,142.54978942871094,146.73374379544853,141.8902031311427,145.76897734753766,109180200.0,AAPL,,,,,,,,,,
2022-10-28,153.31979370117188,155.05243775655637,145.52287291944214,145.89695747516933,164762400.0,AAPL,,,,,,,,,,
2022-10-31,150.9570770263672,151.84309994681692,149.55914577499016,150.77988145527678,97943200.0,AAPL,,,,,,,,,,
2022-11-01,148.3088836669922,153.03429437423398,146.8125153766711,152.6700490040681,80379300.0,AAPL,,,,,,,,,,
2022-11-02,142.77621459960938,149.80525751264736,142.7466820050657,146.63529551052576,93604600.0,AAPL,,,,,,,,,,
2022-11-03,136.72178649902344,140.58086724418428,136.59380191372105,139.8523615595117,97918500.0,AAPL,,,,,,,,,,
2022-11-04,136.45555114746094,140.68588340372804,132.51117923439392,140.11394767074316,140814800.0,AAPL,,,,,,,,,,
2022-11-07,136.988037109375,137.21483428526327,133.78323487446542,135.2032111952328,83374600.0,AAPL,,,,,,,,,,
2022-11-08,137.55996704101562,139.46311921929427,135.57792562085092,138.457315240062,89908500.0,AAPL,,,,,,,,,,
2022-11-09,132.9943389892578,136.623168532168,132.71823419264956,136.57386087993447,74917800.0,AAPL,,,,,,,,,,
2022-11-10,144.82748413085938,144.82748413085938,137.55998303216782,139.2757903878347,118854000.0,AAPL,,,,,,,,,,
2022-11-11,147.6181182861328,147.92380470701315,142.36224081918826,143.79208769866335,93979700.0,AAPL,,,,,,,,,,
2022-11-14,146.21786499023438,148.19005093835904,145.37967994364752,146.89827154979093,73374100.0,AAPL,,,,,,,,,,
2022-11-15,147.95339965820312,151.45403311466376,146.49398610736782,150.10309040489915,89868300.0,AAPL,,,,,,,,,,
2022-11-16,146.72076416015625,147.7857463571914,145.24162472759372,147.05604720027458,64218300.0,AAPL,,,,,,,,,,
2022-11-17,148.62393188476562,149.3733571163338,144.11747984279026,144.39358466739876,80389400.0,AAPL,,,,,,,,,,
2022-11-18,149.18600463867188,150.5763993918672,147.88436969164823,150.19182372040734,74829600.0,AAPL,,,,,,,,,,
2022-11-21,145.9516143798828,148.27879437989566,145.66565404043791,148.07172328326632,58724100.0,AAPL,,,,,,,,,,
2022-11-22,148.09144592285156,148.32811366985848,144.8866435342383,146.06996722268715,51804100.0,AAPL,,,,,,,,,,
2022-11-23,148.9690704345703,149.71849566611712,147.26311878314957,147.3715896104273,58301400.0,AAPL,,,,,,,,,,
2022-11-25,146.0502166748047,146.80951240345237,145.07397930940053,146.2474322409697,35195900.0,AAPL,,,,,,,,,,
2022-11-28,142.21434020996094,144.6006835742159,141.3860256630134,143.12154400613,69246000.0,AAPL,,,,,,,,,,
2022-11-29,139.20675659179688,142.79613475713955,138.39816810033238,142.2833621487803,83763800.0,AAPL,,,,,,,,,,
2022-11-30,145.97132873535156,146.6517352342591,138.595358159877,139.43352808516767,111380900.0,AAPL,,,,,,,,,,
2022-12-01,146.24745178222656,147.05605527210508,144.5710966759583,146.1488515092609,71250400.0,AAPL,,,,,,,,,,
2022-12-02,145.75437927246094,145.9417393182281,143.62441514150157,143.9301165589326,65447400.0,AAPL,,,,,,,,,,
2022-12-05,144.59080505371094,148.82113692482218,143.74276456774905,145.71495034472244,68826400.0,AAPL,,,,,,,,,,
2022-12-06,140.9225616455078,145.2515095410952,139.94632410744387,145.02471235222268,64727200.0,AAPL,,,,,,,,,,
2022-12-07,138.9799346923828,141.37613319907325,138.05300496587287,140.21255080814953,69721100.0,AAPL,,,,,,,,,,
2022-12-08,140.66612243652344,141.52403334647394,139.13769073663093,140.3801621642606,62128300.0,AAPL,,,,,,,,,,
2022-12-09,140.1829833984375,143.54556411340621,138.94049659830839,140.3604729146931,76097000.0,AAPL,,,,,,,,,,
2022-12-12,142.4805908203125,142.4904463340837,139.09828382013,140.71547582717935,70462700.0,AAPL,,,,,,,,,,
2022-12-13,143.44692993164062,147.88434781351052,142.23403992363941,147.42088296434414,93886200.0,AAPL,,,,,,,,,,
2022-12-14,141.21835327148438,144.62037034418682,139.1968600685047,143.32859121325015,82291200.0,AAPL,,,,,,,,,,
2022-12-15,134.60166931152344,139.82796424282577,134.1382044845264,139.147557792699,98931900.0,AAPL,,,,,,,,,,
2022-12-16,132.63934326171875,135.73567419543238,131.87019204577976,134.78903348962257,160156900.0,AAPL,,,,,,,,,,
2022-12-19,130.52914428710938,133.3197896823252,129.49375852610828,133.2310449107972,79592600.0,AAPL,,,,,,,,,,
2022-12-20,130.46011352539062,131.39689891358117,128.08362566369047,129.56276523870264,77432800.0,AAPL,,,,,,,,,,
2022-12-21,133.5662841796875,134.9073711645486,130.90383628158227,131.13063344213398,85928000.0,AAPL,,,,,,,,,,
2022-12-22,130.39105224609375,132.68865037286486,128.4879002839557,132.48157930219233,77852100.0,AAPL,,,,,,,,,,
2022-12-23,130.02621459960938,130.57842423400893,127.83708708710822,129.09928483618836,63814900.0,AAPL,,,,,,,,,,
2022-12-27,128.22166442871094,129.58247750765514,126.92988507827397,129.55289592303325,69007800.0,AAPL,,,,,,,,,,
2022-12-28,124.28716278076172,129.2077647504938,124.11952877613886,127.8666776669259,85438400.0,AAPL,,,,,,,,,,
2022-12-29,127.80752563476562,128.66542180572807,125.95367333920198,126.2100521251047,75703700.0,AAPL,,,,,,,,,,
2022-12-30,128.123046875,128.14277294659772,125.657822079017,126.62419645842127,77034200.0,AAPL,,,,,,,,,,
2023-01-03,123.33063507080078,129.07955079083166,122.44314998227297,128.46817802573926,112117500.0,AAPL,,,,,,,,,,
2023-01-04,124.60270690917969,126.87072372434358,123.34050912530462,125.1253349737568,89113600.0,AAPL,,,,,,,,,,
2023-01-05,123.28132629394531,125.9930816643783,123.02494756660151,125.3619828345772,80962700.0,AAPL,,,,,,,,,,
2023-01-06,127.8173828125,128.47806338393755,123.15316666234692,124.25759364277924,87754700.0,AAPL,,,,,,,,,,
2023-01-09,128.3400115966797,131.55468474878427,128.08363280615177,128.65556861264022,70790800.0,AAPL,,,,,,,,,,
2023-01-10,128.91192626953125,129.43455432577363,126.33822308555574,128.44846138243565,63896200.0,AAPL,,,,,,,,,,
2023-01-11,131.63352966308594,131.65324068500396,128.64566976510943,129.42467643515656,69458900.0,AAPL,,,,,,,,,,
2023-01-12,131.55467224121094,132.39284227281698,129.6120678053339,132.01813716022232,71379600.0,AAPL,,,,,,,,,,
2023-01-13,132.88589477539062,133.0436732754904,129.82901533053348,130.19386494625152,57809700.0,AAPL,,,,,,,,,,
2023-01-17,134.04949951171875,135.38071617959397,132.26467339365607,132.95493555995287,63646600.0,AAPL,,,,,,,,,,
2023-01-18,133.3296356201172,136.68234566241608,133.15213106325567,134.91724588612811,69672800.0,AAPL,,,,,,,,,,
2023-01-19,133.3887939453125,134.35516079708475,131.90965456039046,132.21534095915428,58280400.0,AAPL,,,,,,,,,,
2023-01-20,135.95260620117188,136.10052914550886,132.35337358769686,133.3986295227189,80223600.0,AAPL,,,,,,,,,,
2023-01-23,139.14756774902344,141.32683964763805,135.9822029643826,136.19914460303502,81760300.0,AAPL,,,,,,,,,,
2023-01-24,140.5478057861328,141.169049065949,138.34882305195495,138.35867856319985,66435100.0,AAPL,,,,,,,,,,
2023-01-25,139.8871612548828,140.44922647148869,136.87957443059517,138.93064978868992,65799300.0,AAPL,,,,,,,,,,
2023-01-26,141.95794677734375,142.24390711048304,139.9265826744515,141.17892492583348,54105100.0,AAPL,,,,,,,,,,
2023-01-27,143.90052795410156,145.18245171809102,141.09017225065355,141.16906148730033,70555800.0,AAPL,,,,,,,,,,
2023-01-30,141.01126098632812,143.52580046777817,140.86335309483502,142.94400936579723,64015300.0,AAPL,,,,,,,,,,
2023-01-31,142.28335571289062,142.3326633733732,140.30131415280843,140.71547141700836,65874500.0,AAPL,,,,,,,,,,
2023-02-01,143.407470703125,144.57106804774983,139.35464368271474,141.96778362091698,77663600.0,AAPL,,,,,,,,,,
2023-02-02,148.72254943847656,149.07752846410273,146.10939403157928,146.82923768896234,118339000.0,AAPL,,,,,,,,,,
2023-02-03,152.35134887695312,155.1913011660709,145.77411121969988,145.97132678498124,154357300.0,AAPL,,,,,,,,,,
2023-02-06,149.61988830566406,150.97084596204795,148.68310295478358,150.4482178700856,69858300.0,AAPL,,,,,,,,,,
